지형지물부호,관리번호,관리기관,행정구역,법정구역,법정동리,도로구간번호,공사번호,설치일자,정류장종류,정류장명,정류장유형,정류장고유번호,취득구분,취득금액,관리부서,내용연수,쉘터설치유무,설치유무(BIT),온열의자설치유무,비고,경도,위도
정류장,92022037,광주시,경안동,역동,,56, ,2016-10-01,공용,경기광주역,지붕유/표지판무, ,매입,0,대중교통과,0,,,0, ,127.2538773,37.39834632
정류장,92022036,광주시,경안동,역동,,160431, ,2016-10-01,공용,"경기광주역,경안천",지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.2532317,37.39739984
정류장,92022035,광주시,곤지암읍,곤지암읍,,262355, ,2016-01-01,공용,곤지암역,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3479308,37.34994642
정류장,92022034,광주시,곤지암읍,곤지암읍,,262355, ,2016-01-01,공용,곤지암역,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3478336,37.35027343
정류장,92022033,광주시,오포읍,오포읍,,120993, ,2010-01-01,공용,오포초교 앞,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2159602,37.35929811
정류장,92022032,광주시,오포읍,오포읍,,120993, ,2010-01-01,공용,오포초교 앞,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2162293,37.35937767
정류장,92022030,광주시,오포읍,오포읍,,120645, ,2009-01-01,공용,시안공원묘원 정문,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1919174,37.34824475
정류장,92022029,광주시,퇴촌면,퇴촌면,,360747, ,2012-01-01,공용,로얄파크,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.3286044,37.46107591
정류장,92022028,광주시,퇴촌면,퇴촌면,,360747, ,2012-01-01,공용,로얄파크,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3286708,37.46117318
정류장,92022027,광주시,퇴촌면,퇴촌면,,360747, ,2012-01-01,공용,"관음2리,앙상떼",지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3308585,37.45913707
정류장,92022026,광주시,퇴촌면,퇴촌면,,360747, ,2012-01-01,공용,교회앞,지붕무/표지판무, ,매입,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3341831,37.45607283
정류장,92022025,광주시,퇴촌면,퇴촌면,,361011, ,2012-01-01,공용,주목마을,지붕유/표지판유, ,매입,0,대중교통과,0,,,, ,127.3400727,37.45400816
정류장,92022024,광주시,퇴촌면,퇴촌면,,360747, ,2012-01-01,공용,"관음2리,앙상떼",지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3318257,37.45848633
정류장,92022023,광주시,퇴촌면,퇴촌면,,360747, ,2012-01-01,공용,교회앞,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3343024,37.45617739
정류장,92022021,광주시,송정동,송정동,,748, ,2012-07-31,일반버스,경화여고,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2615953,37.41544541
정류장,92022020,광주시,송정동,송정동,,748, ,2012-12-01,일반버스,경화여고,지붕유/표지판유, ,매입,0,대중교통과,0,,,, ,127.2619609,37.41530139
정류장,92022019,광주시,오포읍,오포읍,,100013, ,2013-06-01,공용,지엔지앞,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1601386,37.36564549
정류장,92022018,광주시,오포읍,오포읍,,100013, ,2013-06-01,공용,그린공판장,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1600444,37.36466227
정류장,92022015,광주시,오포읍,오포읍,,100013, ,2013-06-01,공용,현대모닝사이드2차입구,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1611517,37.36686247
정류장,92022013,광주시,오포읍,오포읍,,100049, ,2013-06-01,공용,신현삼거리,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1624185,37.36851987
정류장,92022012,광주시,오포읍,오포읍,,160031, ,2013-06-01,공용,신현3리 마을회관,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1621265,37.37185087
정류장,92022011,광주시,오포읍,오포읍,,160637, ,2013-06-01,공용,느티나무앞,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.1621189,37.37311853
정류장,92022009,광주시,초월읍,초월읍,,240230, ,2012-10-31,공용,삼육재활센터,지붕무/표지판유, ,매입,0,대중교통과,10,,,, ,127.2884055,37.41842368
정류장,92022008,광주시,초월읍,초월읍,,240230, ,2012-10-31,공용,삼육재활센터,지붕무/표지판유, ,매입,0,대중교통과,10,,,, ,127.2886863,37.41834677
정류장,92022007,광주시,오포읍,오포읍,,120645, ,2012-07-13,공용,천지산업앞,지붕유/표지판유, ,매입,0,대중교통과,10,,,, ,127.1834947,37.34752299
정류장,92022002,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,영진맨션앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2073666,37.34146408
정류장,92022001,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,영진맨션앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2074546,37.34165928
정류장,92021002,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,동림리입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2009655,37.34015774
정류장,92021001,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,동림리입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2004292,37.34026831
정류장,92013004,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,동양레미콘앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2124781,37.34403815
정류장,92013003,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,동양레미콘앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2126412,37.34413216
정류장,92013001,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,봉골입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2118775,37.34711008
정류장,92011002,광주시,오포읍,오포읍,오포읍 문형리,120645, ,1900-01-01,공용,문형3리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1981764,37.34357379
정류장,92011001,광주시,오포읍,오포읍,오포읍 문형리,120645, ,2014-01-01,공용,문형3리 되치미,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1980452,37.3434801
정류장,92004001,광주시,오포읍,오포읍,오포읍 문형리,121363, ,1900-01-01,공용,신영프로방스,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2144002,37.35271832
정류장,91918001,광주시,오포읍,오포읍,오포읍 능평리,120645, ,2012-07-13,공용,천지산업앞,지붕유/표지판유,38078,매입,0,대중교통과,10,,,, ,127.183136,37.3472566
정류장,91917002,광주시,오포읍,오포읍,오포읍 능평리,120645, ,1900-01-01,공용,능골마을앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1800655,37.34408336
정류장,91916003,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,베르빌아파트앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1768383,37.34515859
정류장,91916002,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,베르빌아파트앞,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.176261,37.34562598
정류장,91916001,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,능평성당앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1745253,37.34611742
정류장,91908003,광주시,오포읍,오포읍,오포읍 능평리,120645, ,1900-01-01,공용,성남공원,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1853513,37.35004575
정류장,91908002,광주시,오포읍,오포읍,오포읍 능평리,120645, ,1900-01-01,공용,성남공원,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1855867,37.34995277
정류장,91905003,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,창뜰마을앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1720735,37.34943406
정류장,91905002,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,창뜰마을앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1718993,37.3493437
정류장,91905001,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,창뜰마을앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1679412,37.35040583
정류장,91904004,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,수레실앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1661814,37.35153947
정류장,91904002,광주시,오포읍,오포읍,오포읍 능평리,120975, ,1900-01-01,공용,수레실입구,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.1657779,37.35171556
정류장,91904001,광주시,오포읍,오포읍,오포읍 능평리,120975, ,2016-10-01,공용,"창뜰,장군수산",지붕유/표지판유, ,매입,0,대중교통과,10,,,, ,127.1676294,37.35034073
정류장,91590002,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,공용,매산3리앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2452918,37.36145923
정류장,91590001,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,공용,매산3리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2448037,37.36185519
정류장,91586004,광주시,오포읍,오포읍,오포읍 추자리,121363, ,1900-01-01,공용,삼덕레미콘,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2232145,37.35904194
정류장,91586003,광주시,오포읍,오포읍,오포읍 추자리,121363, ,1900-01-01,공용,삼덕레미콘,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2230618,37.35916
정류장,91586001,광주시,오포읍,오포읍,오포읍 추자리,121363, ,1900-01-01,공용,일산리입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2261753,37.36064133
정류장,91584002,광주시,오포읍,오포읍,오포읍 추자리,121363, ,1900-01-01,공용,오포초교앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2176512,37.35808196
정류장,91584001,광주시,오포읍,오포읍,오포읍 추자리,121363, ,1900-01-01,공용,오포초교앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2177497,37.35824551
정류장,91580004,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,공용,느티나무앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2443635,37.36444673
정류장,91580003,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,공용,고목나무앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2440754,37.36458267
정류장,91580001,광주시,오포읍,오포읍,오포읍 매산리,120289, ,1900-01-01,공용,대주2차아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2452431,37.36654882
정류장,91567003,광주시,오포읍,오포읍,오포읍 고산리,121363, ,1900-01-01,공용,오포농협(오포도서관),지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2321121,37.36964356
정류장,91567002,광주시,오포읍,오포읍,오포읍 고산리,121363, ,1900-01-01,택시,오포읍사무소앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2321504,37.36970892
정류장,91567001,광주시,오포읍,오포읍,오포읍 고산리,120662, ,1900-01-01,공용,금호아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.229526,37.37168386
정류장,91566001,광주시,오포읍,오포읍,오포읍 고산리,120993, ,1900-01-01,공용,새마을구판장앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2257757,37.37191441
정류장,91549002,광주시,오포읍,오포읍,오포읍 고산리,160376, ,1900-01-01,공용,고산1리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2420073,37.38126693
정류장,91549001,광주시,오포읍,오포읍,오포읍 고산리,160376, ,1900-01-01,공용,고산1리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2423582,37.3811559
정류장,91540002,광주시,광남동,장지동,장지동,160418, ,1900-01-01,공용,담안앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2443065,37.38650771
정류장,91540001,광주시,광남동,장지동,장지동,160418, ,1900-01-01,공용,담안앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2442024,37.38705465
정류장,91538050,광주시,광남동,태전동,태전동,160547, ,1900-01-01,시외버스,광남중학교,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2352818,37.38310678
정류장,91538004,광주시,광남동,태전동,태전동,160546, ,1900-01-01,공용,"광남중학교,청소년수련관",지붕무/표지판유, ,,0,대중교통과,10,,,, ,127.2356568,37.38366897
정류장,91538001,광주시,광남동,태전동,태전동,160369, ,1900-01-01,공용,"광남중학교,청소년수련관",지붕무/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2355002,37.38369734
정류장,91534001,광주시,광남동,목동,목동,160243, ,2012-01-01,일반버스,목동(옥토골),지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2143654,37.38383865
정류장,91531001,광주시,광남동,목동,목동,160183, ,1900-01-01,공용,목동마을회관,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2015668,37.38437485
정류장,91518002,광주시,광남동,장지동,장지동,160346, ,1900-01-01,공용,현대아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2348164,37.3934233
정류장,91518001,광주시,광남동,장지동,장지동,160346, ,1900-01-01,공용,현대아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2347962,37.39355201
정류장,91517002,광주시,광남동,장지동,장지동,160749, ,2013-01-01,일반버스,태봉경기약국,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2320676,37.39308583
정류장,91515001,광주시,광남동,태전동,태전동,160258, ,1900-01-01,공용,뗏골마을앞,지붕유/표지판무,38145,매입,0,대중교통과,10,,,, ,127.2179355,37.39487411
정류장,91510001,광주시,경안동,역동,역동,160029, ,1900-01-01,공용,"경안장례식장,e편한세상아파트",지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2451055,37.40124072
정류장,91508001,광주시,광남동,장지동,장지동,160577, ,1900-01-01,공용,장지3동,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2354659,37.40065528
정류장,91505001,광주시,광남동,중대동,중대동,160273, ,1900-01-01,공용,중대리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2224127,37.4007719
정류장,91501001,광주시,광남동,직동,직동,160253, ,1900-01-01,공용,세진산업앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2011993,37.39984719
정류장,91500003,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,공용,매산2리앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2465302,37.3570602
정류장,91500002,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,택시,임시정류장,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2462442,37.35731187
정류장,91500001,광주시,오포읍,오포읍,오포읍 매산리,120510, ,1900-01-01,공용,매산2리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2462126,37.35767696
정류장,91494004,광주시,오포읍,오포읍,오포읍 능평리,100097, ,1900-01-01,공용,용산골앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.1647137,37.35439567
정류장,91494003,광주시,오포읍,오포읍,오포읍 능평리,100200, ,1900-01-01,공용,용산골앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1652709,37.35446677
정류장,91494002,광주시,오포읍,오포읍,오포읍 능평리,100167, ,1900-01-01,공용,능평4리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1653368,37.35685689
정류장,91494001,광주시,오포읍,오포읍,오포읍 능평리,100167, ,1900-01-01,공용,능평4리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1650774,37.35666072
정류장,91483002,광주시,오포읍,오포읍,오포읍 신현리,100224,RD20040004,1900-01-01,공용,광명초교앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1598691,37.35874375
정류장,91482002,광주시,오포읍,오포읍,오포읍 신현리,100224, ,1900-01-01,공용,현대모닝1차APT,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1545547,37.3607588
정류장,91482001,광주시,오포읍,오포읍,오포읍 신현리,100250, ,1900-01-01,공용,현대모닝APT,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1543494,37.36064968
정류장,91481002,광주시,오포읍,오포읍,오포읍 신현리,100026, ,1900-01-01,공용,신현2리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1485001,37.35985101
정류장,91481001,광주시,오포읍,오포읍,오포읍 신현리,100026, ,1900-01-01,공용,신현2리앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.148767,37.35972371
정류장,91473001,광주시,오포읍,오포읍,오포읍 신현리,100013, ,1900-01-01,공용,현대모닝사이드2차입구,지붕유/표지판무, ,,0,대중교통과,10,,,, ,127.1610326,37.36701819
정류장,91456001,광주시,오포읍,오포읍,오포읍 신현리,160051, ,1900-01-01,공용,통점골,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1765681,37.37452926
정류장,91446001,광주시,오포읍,오포읍,오포읍 신현리,160093, ,1900-01-01,공용,신현3리,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1758793,37.38129492
정류장,91408001,광주시,광남동,직동,직동,160202, ,1900-01-01,공용,임시정류장,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1873746,37.40040957
정류장,91098001,광주시,광남동,장지동,장지동,160024, ,1900-01-01,공용,장지동 앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2356734,37.4040218
정류장,91097001,광주시,광남동,장지동,장지동,160024, ,1900-01-01,공용,흙가마앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2320108,37.40550966
정류장,91096002,광주시,광남동,중대동,중대동,160022, ,1900-01-01,공용,선광주유소,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2241821,37.40492651
정류장,91096001,광주시,광남동,중대동,중대동,160022, ,1900-01-01,공용,선광주유소앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2242468,37.4045647
정류장,91095001,광주시,광남동,중대동,중대동,160300, ,1900-01-01,공용,성령교회,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2202261,37.4030918
정류장,91093002,광주시,광남동,중대동,중대동,160308, ,1900-01-01,공용,중대동(텃골),지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2114807,37.40631803
정류장,91093001,광주시,광남동,중대동,중대동,160307, ,1900-01-01,공용,중대동(텃골),지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2122808,37.40570083
정류장,91081005,광주시,광남동,삼동,삼동,140337, ,1900-01-01,공용,우남아파트앞,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1992618,37.41034041
정류장,91081004,광주시,광남동,삼동,삼동,140811, ,1900-01-01,공용,삼동(대아골프장앞),지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2000559,37.41125394
정류장,91081003,광주시,광남동,삼동,삼동,140584, ,1900-01-01,공용,삼리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2007367,37.41197072
정류장,91081001,광주시,광남동,삼동,삼동,140337, ,1900-01-01,공용,삼동우남아파트앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1996104,37.4102771
정류장,91079002,광주시,송정동,탄벌동,탄벌동,140607, ,1900-01-01,공용,탄벌1동마을회관앞정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2411613,37.41316861
정류장,91079001,광주시,송정동,탄벌동,탄벌동,140607, ,1900-01-01,공용,탄벌1동마을회관앞,지붕유/표지판무, ,,0,대중교통과,10,,,, ,127.2407976,37.41318628
정류장,91070003,광주시,송정동,탄벌동,탄벌동,140655, ,1900-01-01,공용,탄벌부대정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.244878,37.42230805
정류장,91070002,광주시,송정동,탄벌동,탄벌동,140655, ,1900-01-01,공용,송정동행정복지센터정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2464953,37.41942645
정류장,91070001,광주시,송정동,탄벌동,탄벌동,140655, ,1900-01-01,공용,송정동행정복지센터정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2468249,37.41935012
정류장,91069001,광주시,송정동,탄벌동,탄벌동,140376, ,1900-01-01,공용,탄벌마을회관정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2426655,37.42091462
정류장,91060002,광주시,송정동,탄벌동,탄벌동,140655, ,1900-01-01,공용,탄벌동입구,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2433205,37.42449582
정류장,91060001,광주시,송정동,회덕동,회덕동,140647, ,1900-01-01,공용,회덕벽산아파트정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2447232,37.42772318
정류장,91059002,광주시,송정동,회덕동,회덕동,140655, ,1900-01-01,공용,회덕동앞정류장,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2425074,37.42644948
정류장,91059001,광주시,송정동,탄벌동,탄벌동,140655, ,1900-01-01,공용,회덕동앞정류장,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2423322,37.42652216
정류장,91048002,광주시,송정동,목현동,목현동,140487, ,1900-01-01,공용,신일아파트정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2366439,37.43019738
정류장,91048001,광주시,송정동,회덕동,회덕동,140468, ,1900-01-01,공용,신일아파트입구정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2365848,37.43052825
정류장,91043001,광주시,송정동,목현동,목현동,140580, ,1900-01-01,공용,목현리정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2097154,37.43253677
정류장,91042004,광주시,송정동,목현동,목현동,140580, ,2014-07-01,공용,향천가든,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2063567,37.4313624
정류장,91042002,광주시,송정동,목현동,목현동,140580, ,1900-01-01,공용,목현2통정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.204151,37.43185402
정류장,91037002,광주시,송정동,목현동,목현동,140489, ,1900-01-01,공용,약수터주유소정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2293181,37.43522873
정류장,91037001,광주시,송정동,목현동,목현동,140489, ,1900-01-01,공용,약수터주유소앞정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2287979,37.43520729
정류장,91033001,광주시,송정동,목현동,목현동,140489, ,1900-01-01,공용,쌍용하이츠빌2차정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2124635,37.43354748
정류장,90597001,광주시,남한산성면,남한산성면,남한산성면 오전리,340127, ,1900-01-01,공용,오전리마을회관앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2325284,37.45408895
정류장,90596001,광주시,남한산성면,남한산성면,남한산성면 오전리,340107, ,1900-01-01,공용,농산물판매장앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2276393,37.45533307
정류장,90584001,광주시,남한산성면,남한산성면,남한산성면 불당리,340186, ,1900-01-01,공용,불당리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2161556,37.45846131
정류장,90572001,광주시,남한산성면,남한산성면,남한산성면 검복리,340182, ,1900-01-01,공용,검복리마을회관앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2042786,37.46722197
정류장,90561001,광주시,남한산성면,남한산성면,남한산성면 검복리,340182, ,1900-01-01,공용,검복리정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2012143,37.46784119
정류장,90459001,광주시,남한산성면,남한산성면,남한산성면 산성리,340173, ,1900-01-01,공용,관리사무소앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.1887524,37.47663245
정류장,90457002,광주시,남한산성면,남한산성면,남한산성면 산성리,340175, ,1900-01-01,공용,9번임시정류장,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.1821162,37.47453356
정류장,90448001,광주시,남한산성면,남한산성면,남한산성면 산성리,340173, ,1900-01-01,공용,로타리주차장,지붕유/표지판무, ,,0,대중교통과,10,,,, ,127.1846659,37.47790238
정류장,62396002,광주시,남종면,남종면,남종면 수청리,320264, ,1900-01-01,공용,임시정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3746359,37.50694639
정류장,62396001,광주시,남종면,남종면,남종면 수청리,300015, ,1900-01-01,공용,수청1리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3742438,37.50595096
정류장,62385002,광주시,남종면,남종면,남종면 수청리,320264, ,1900-01-01,공용,수청2리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3712913,37.51225154
정류장,62385001,광주시,남종면,남종면,남종면 수청리,320264, ,1900-01-01,공용,수청2리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3711474,37.51232101
정류장,62375001,광주시,남종면,남종면,남종면 수청리,320264, ,1900-01-01,공용,수청2리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3707959,37.51291691
정류장,62354001,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,검천3리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3635309,37.52725138
정류장,62343002,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,검천3리,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3596143,37.53005068
정류장,62343001,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,검천3리,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3594362,37.53006564
정류장,62342001,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,검천2리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3530705,37.53222202
정류장,62293001,광주시,남종면,남종면,남종면 귀여리,320011, ,1900-01-01,공용,재청마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3124956,37.50673243
정류장,62284001,광주시,남종면,남종면,남종면 귀여리,320264, ,2012-01-01,공용,귀여1리앞,지붕유/표지판무, ,,0,대중교통과,10,,,, ,127.3174075,37.50848977
정류장,62255001,광주시,남종면,남종면,남종면 귀여리,320264, ,1900-01-01,공용,귀여3리앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3210511,37.52503542
정류장,62250001,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,알미마을,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3453593,37.53117194
정류장,62249001,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,양지마을,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3405333,37.52976073
정류장,62248001,광주시,남종면,남종면,남종면 검천리,320264, ,1900-01-01,공용,능곡마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3354033,37.52918255
정류장,3000004,광주시,초월읍,초월읍,초월읍 지월리,240263, ,1900-01-01,공용,지월교,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2925975,37.41280374
